NP_ID	Noun	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF
MT12203	xɔn	tǫrəm xɔn	небо царь	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT12204	iki	tǫrəm xɔn iki	небо царь мужчина	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT12205	łałʼ	łałʼ	война	i	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	0	0
MT12206	jɔx -ł -ał	łałʼ jɔx -ł -ał	война люди PL 3SG	i	sbj	s	1	3s	dis	psp	nul	nul	1	p	hum	pob	1	1
MT12301	tăxi	tăxi	место	i	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	0	0
MT12401	łałʼ	łałʼ	война	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT12402	jɔx	łałʼ jɔx	война люди	i	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT12403	tǫrəm	tǫrəm	небо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT12404	iki	tǫrəm iki	небо мужчина	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT12501	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT12502	jɔx -ł -ał	łałʼ jɔx -ł -ał	война люди PL 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	1	p	hum	sbj	1	1
MT12601	łałʼ	łałʼ	война	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT12602	jɔx -ł -ał	łałʼ jɔx -ł -ał	война люди PL 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	1	p	hum	sbj	1	1
MT12603	tǫrəm	tǫrəm	небо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT12604	xɔn	tǫrəm xɔn	небо царь	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT12701	tǫrəm	tǫrəm	этот небо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT12702	xɔn	tǫrəm xɔn	этот небо царь	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT12703	imi	tǫrəm xɔn imi	этот небо царь женщина	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	gen	1	1
MT12704	păsan	păsan	стол	p	sbj	s	0	n	n	psp	nul	nul	1	s	non	pob	0	1
MT12801	jɔx	jɔx	люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	sbj	1	1
MT12802	păsan	păsan	стол	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
MT12803	jetən	jetən	вечер	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
MT12804	xătəł	jetən xătəł	вечер солнце	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	0	0
MT12805	pԑlək	jetən xătəł pԑlək	вечер солнце сторона	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
MT12806	imi	jetən xătəł pԑlək imi	вечер солнце сторона женщина	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT12807	ike -ł -a	ike -ł -a	муж 3SG DAT	p	sbj	s	1	3s	fam	dat	nul	nul	0	s	hum	iob	1	1
MT12901	xɔt	śi xɔt	этот дом	i	sbj	s	0	n	n	psp	nul	si	0	s	non	pob	1	1
MT12902	xojat	nԑməłt xojat	никакой человек	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	sbj	0	0
MT13001	tǫrəm	tǫrəm	небо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
MT13002	xɔn	tǫrəm xɔn	небо царь	p	sbj	s	0	n	n	nul	nul	nul	1	s	hum	sbj	1	1
MT13003	păsan -a	sɔrńe -ŋ păsan -a	золото ATTR стол DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
MT13004	xǫ	in xǫ	этот мужчина	p	sbj	s	0	n	n	nul	nul	in	0	s	hum	sbj	1	1
MT13005	šaj	šaj	чай	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
MT13101	śuń -ən -ən	śi śuń -ən -ən	этот счастье 2/3DU LOC	i	sbj	s	1	2/3d	dis	loc	nul	si	0	s	non	iob	1	1
